index	qualified_name	sentence	predication	main verb	functionality category	"score for the predication(1 absolutely disagree, 2 disagree, 3 agree, 4 absolutely agree)"	"if you disagree with the predication, which category do you think it should belong to? (just write the main verb)"
263	org.apache.poi.hssf.usermodel.HSSFHyperlink.setAddress(java.lang.String)	Hyperlink address.	10	unknown	not a function	4	
264	org.apache.poi.hssf.record.chart.FrameRecord.isAutoPosition()	excel calculates the position automatically	34	compute	compute/calculate/determine/evaluate/solve/scale/measure/recalculate/multiply/count/figure/subtract/increase/estimate/return	4	
265	org.apache.poi.hslf.usermodel.HSLFFontInfo.setTypeface(java.lang.String)	Sets the font name	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
266	org.apache.poi.hssf.record.ExtendedFormatRecord.getBorderLeft()	get the borderline style for the left border	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
267	org.apache.poi.hwpf.model.types.FLDAbstractType.isFNested()	==1 when field is nested within another field	10	unknown	not a function	4	
268	org.apache.poi.hssf.record.MulRKRecord.getRKNumberAt(int)	returns the rk number for column (coffset = column - field_2_first_col)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
269	org.apache.poi.xssf.streaming.SXSSFRow.getHidden()	"get row hidden state: Hidden (true)	 Unhidden (false)	 Undefined (null)"	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
270	org.apache.poi.hslf.usermodel.HSLFTextRun.setItalic(boolean)	Sets the italic state	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
271	org.apache.poi.hssf.record.RecordInputStream.mark(int)	Mark the stream position - experimental function	130	mark	mark	4	
272	org.apache.poi.ss.usermodel.Sheet.isPrintGridlines()	Gets the flag indicating whether this sheet displays the lines between rows and columns to make editing and reading easier.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
273	org.apache.poi.ss.usermodel.Name.getComment()	Returns the comment the user provided when the name was created.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
274	org.apache.poi.hssf.record.PrintGridlinesRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
275	org.apache.poi.xssf.usermodel.XSSFName.getComment()	Returns the comment the user provided when the name was created.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
276	org.apache.poi.hslf.usermodel.HSLFSlide.getNumberedListInfo()	"This will return an atom per TextBox	 so if the page has two text boxes the method should return two atoms."	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
277	org.apache.poi.hssf.usermodel.HSSFPalette.getColor(int)	Retrieves the color at a given index	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
278	org.apache.poi.ss.usermodel.Sheet.getColumnOutlineLevel(int)	Returns the column outline level.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
279	org.apache.poi.xslf.usermodel.XSLFTableCell.getGridSpan()	Get the number of columns to be spanned/merged	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
280	org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart.setCategoryProperty(java.lang.String)	Set the category.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
281	org.apache.poi.ss.usermodel.Sheet.setHorizontallyCenter(boolean)	Determines whether the output is horizontally centered on the page.	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
282	org.apache.poi.hssf.usermodel.HSSFColorScaleFormatting.createThreshold()	"Creates a new	 empty Threshold"	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
283	org.apache.poi.hssf.usermodel.HSSFCellStyle.getParentStyle()	Return the parent style for this cell style.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
284	org.apache.poi.hslf.blip.PNG.getSignature()	PNG signature is 0x6E00 or 0x6E10	10	unknown	not a function	4	
285	org.apache.poi.hslf.dev.SlideShowDumper.main(java.lang.String[])	"right now this function takes one parameter: a ppt file	 and outputs  a dump of what it contains"	10	unknown	not a function	4	
286	org.apache.poi.sl.draw.binding.ObjectFactory.createCTAngle()	Create an instance of CTAngle	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
287	org.apache.poi.hssf.record.chart.SeriesRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
288	org.apache.poi.hssf.usermodel.HSSFCellStyle.getFontIndex()	gets the index of the font for this style	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
289	org.apache.poi.hwpf.model.types.SEPAbstractType.setDyaHdrBottom(int)	Set the dyaHdrBottom field for the SEP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
290	org.apache.poi.xssf.usermodel.XSSFFontFormatting.setEscapementType(short)	set the escapement type for the font	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
291	org.apache.poi.hssf.record.BoolErrRecord.setValue(byte)	set the error value for the cell.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
292	org.apache.poi.hssf.record.WindowOneRecord.getHeight()	get the height of the window	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
293	org.apache.poi.hslf.record.RecordTypes.values()	"Returns an array containing the constants of this enum type	 inthe order they are declared."	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	2	create
294	org.apache.poi.xslf.usermodel.XSLFGroupShape.setRotation(double)	Rotate this shape.	54	move	move/scroll/offset/advance	2	permute
295	org.apache.poi.xslf.usermodel.XSLFGroupShape.getAnchor()	Returns the anchor (the bounding box rectangle) of this shape.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
296	org.apache.poi.sl.draw.binding.CTGeomRect.setB(java.lang.String)	Sets the value of the b property.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
297	org.apache.poi.hwpf.model.types.TAPAbstractType.setWCellSpacingOuterTop(short)	Default outer top cell spacing.	10	unknown	not a function	4	
298	org.apache.poi.hwpf.model.types.DOPAbstractType.setFDfltTrueType(boolean)	Sets the fDfltTrueType field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
299	org.apache.poi.hslf.usermodel.HSLFTextRun.setShadowed(boolean)	Does the text have a shadow?	10	unknown	not a function	4	
300	org.apache.poi.hwpf.model.types.FSPAAbstractType.setBy(byte)	Sets the by field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
301	org.apache.poi.hslf.usermodel.HSLFSlideShow.getSlideMasters()	Returns an array of all the normal Slide Masters found in the slideshow	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
302	org.apache.poi.hslf.record.ExEmbed.getMenuName()	Gets the name used for menus and the Links dialog box.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
303	org.apache.poi.ss.usermodel.CellStyle.getFillBackgroundColorColor()	"Gets the color object representing the current  background fill	 resolving indexes using  the supplied workbook."	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
304	org.apache.poi.sl.draw.binding.CTSphereCoords.getLon()	Gets the value of the lon property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
305	org.apache.poi.hpsf.ClassID.setBytes(byte[])	Sets the bytes making out the class ID.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
306	org.apache.poi.hssf.usermodel.HeaderFooter.setCenter(java.lang.String)	Sets the center string.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
307	org.apache.poi.hslf.record.OutlineTextRefAtom.writeOut(java.io.OutputStream)	"Write the contents of the record back	 so it can be written to disk"	41	write	write/record/log/print/output	4	
308	org.apache.poi.ss.usermodel.PaperSize.valueOf(java.lang.String)	Returns the enum constant of this type with the specified name.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
309	org.apache.poi.hwpf.model.types.SEPAbstractType.setDxaColumnWidth(int)	Set the dxaColumnWidth field for the SEP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
310	org.apache.poi.hwpf.model.types.PAPAbstractType.setDttmPropRMark(DateAndTime)	Set the dttmPropRMark field for the PAP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
311	org.apache.poi.hssf.record.GutsRecord.getLeftRowGutter()	get the size of the gutter that appears at the left of the rows	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
312	org.apache.poi.hwpf.model.types.CHPAbstractType.setDxaSpace(int)	Space following each character in the run expressed in twip units..	10	unknown	not a function	4	
313	org.apache.poi.POIXMLProperties.getExtendedProperties()	Returns the extended document properties	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
314	org.apache.poi.poifs.filesystem.FilteringDirectoryNode.createDirectory(java.lang.String)	create a new DirectoryEntry	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
315	org.apache.poi.sl.draw.DrawPaint.lin2srgb(int)	Convert linear RGB [0..100000] to sRGB float component [0..1]	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	4	
316	org.apache.poi.hssf.record.GutsRecord.setRowLevelMax(short)	set the maximum outline level for the row gutter.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
317	org.apache.poi.sl.draw.binding.CTScale2D.setSx(CTRatio)	Sets the value of the sx property.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
318	org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart.getSubjectProperty()	Get subject.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
319	org.apache.poi.hwpf.model.types.TAPAbstractType.setFAdjusted(boolean)	Sets the fAdjusted field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
320	org.apache.poi.sl.draw.binding.CTHyperlink.getInvalidUrl()	Gets the value of the invalidUrl property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
321	org.apache.poi.util.FixedField.writeToBytes(byte[])	write the value out to an array of bytes at the appropriate offset	41	write	write/record/log/print/output	4	
322	org.apache.poi.ss.usermodel.DataBarFormatting.getWidthMin()	"How much of the cell width	 in %	 should be given to  the min value?"	10	unknown	not a function	4	
323	org.apache.poi.hssf.record.pivottable.ViewFieldsRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
324	org.apache.poi.hssf.usermodel.HSSFWorkbook.getNumberOfSheets()	get the number of spreadsheets in the workbook (this will be three after serialization)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
325	org.apache.poi.hslf.record.ExOleObjAtom.getType()	Gets whether the object is embedded or linked.	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
326	org.apache.poi.hslf.record.ExEmbed.writeOut(java.io.OutputStream)	"Have the contents printer out into an OutputStream	 used when writing a file back out to disk."	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	2	write
327	org.apache.poi.hpsf.extractor.HPSFPropertiesExtractor.getText()	Retrieves all the text from the document.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
328	org.apache.poi.hwpf.model.types.FLDAbstractType.isFZombieEmbed()	==1 when result still believes this field is an EMBED or LINK field	10	unknown	not a function	4	
329	org.apache.poi.hsmf.MAPIMessage.MESSAGE_CLASS.valueOf(java.lang.String)	Returns the enum constant of this type with the specified name.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
330	org.apache.poi.openxml4j.opc.CertificateEmbeddingOption.values()	"Returns an array containing the constants of this enum type	 inthe order they are declared."	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	2	create
331	org.apache.poi.xssf.streaming.SXSSFSheet.lockScenarios(boolean)	Enable or disable Scenarios locking.	45	start	start/wake/launch/happen/begin/enable	4	
332	org.apache.poi.sl.draw.binding.CTTransform2D.getExt()	Gets the value of the ext property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
333	org.apache.poi.sl.usermodel.PictureData.getChecksum()	Gets the checksum - the checksum can be of various length - mostly it's 8 (XSLF) or 16 (HSLF) bytes long.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
334	org.apache.poi.hssf.record.ExtendedFormatRecord.setJustifyLast(short)	Dunno.	10	unknown	not a function	4	
335	org.apache.poi.hslf.record.SlidePersistAtom.writeOut(java.io.OutputStream)	"Write the contents of the record back	 so it can be written  to disk"	41	write	write/record/log/print/output	4	
336	org.apache.poi.hssf.record.WSBoolRecord.setDisplayGuts(boolean)	set whether to display the guts or not	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
337	org.apache.poi.hssf.record.UserSViewEnd.getSid()	return the non static version of the id for this record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
338	org.apache.poi.sl.draw.binding.CTPath2DLineTo.getPt()	Gets the value of the pt property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
339	org.apache.poi.ss.usermodel.charts.ManualLayout.getTarget()	Returns current layout target.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
340	org.apache.poi.hssf.record.WindowTwoRecord.getFreezePanes()	get whether the window should freeze panes	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
341	org.apache.poi.hwpf.model.types.DOPAbstractType.setNEdn(short)	Sets the nEdn field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
342	org.apache.poi.ss.usermodel.CellStyle.getBorderRightEnum()	get the type of border to use for the right border of the cell	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
343	org.apache.poi.hwpf.model.types.PAPAbstractType.setFBiDi(boolean)	Set the fBiDi field for the PAP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
344	org.apache.poi.hwpf.model.types.TLPAbstractType.isFBestFit()	"When == 1	 do best fit from the selected table look"	10	unknown	not a function	4	
345	org.apache.poi.hwpf.model.types.CHPAbstractType.setDttmPropRMark(DateAndTime)	Date/time at which properties of this were changed for this run of text by the author.	10	unknown	not a function	4	
346	org.apache.poi.hssf.record.CalcModeRecord.setCalcMode(short)	set the calc mode flag for formulas	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
347	org.apache.poi.xssf.model.SharedStringsTable.writeTo(java.io.OutputStream)	Write this table out as XML.	41	write	write/record/log/print/output	4	
348	org.apache.poi.hssf.record.pivottable.PageItemRecord.getSid()	return the non static version of the id for this record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
349	org.apache.poi.poifs.nio.FileBackedDataSource.copyTo(java.io.OutputStream)	Copies the contents to the specified OutputStream	25	copy	copy/clone	4	
350	org.apache.poi.poifs.crypt.dsig.services.RevocationData.hasCRLs()	Returns true if this revocation data set holds CRLs.	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
351	org.apache.poi.hssf.usermodel.HSSFClientAnchor.getDx1()	Returns the x coordinate within the first cell.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
352	org.apache.poi.hssf.usermodel.HSSFChart.setChartWidth(int)	Sets the width of the chart.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
353	org.apache.poi.hwpf.HWPFDocument.getMainTextboxRange()	Returns the Range which covers all textboxes.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
354	org.apache.poi.hssf.usermodel.HSSFCellStyle.setShrinkToFit(boolean)	Controls if the Cell should be auto-sized  to shrink to fit if the text is too long	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
355	org.apache.poi.POIXMLRelation.getFileName(int)	"Returns the filename for the nth one of these	 e.g."	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
356	org.apache.poi.xssf.streaming.SXSSFWorkbook.dispose()	Dispose of temporary files backing this workbook on disk.	10	unknown	not a function	4	
357	org.apache.poi.hwpf.model.types.SEPAbstractType.getRgdxaColumn()	Get the rgdxaColumn field for the SEP record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
358	org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart.getCreatedProperty()	Get created date.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
359	org.apache.poi.hwpf.model.types.CHPAbstractType.setFItalic(boolean)	Sets the fItalic field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
360	org.apache.poi.ss.usermodel.FormulaEvaluator.clearAllCachedResultValues()	Should be called whenever there are changes to input cells in the evaluated workbook.	80	call	call/invoke/tell/indicate/occur/perform/prompt/notify	4	
361	org.apache.poi.hssf.usermodel.HSSFPictureData.getData()	Gets the picture data.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
362	org.apache.poi.hssf.record.NoteRecord.setAuthor(java.lang.String)	Name of the original comment author	10	unknown	not a function	4	
363	org.apache.poi.hssf.record.CommonObjectDataSubRecord.getObjectId()	Get the object id field for the CommonObjectData record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
364	org.apache.poi.hssf.usermodel.HSSFFormulaEvaluator.setIgnoreMissingWorkbooks(boolean)	Whether to ignore missing references to external workbooks and use cached formula results in the main workbook instead.	10	unknown	not a function	4	
365	org.apache.poi.openxml4j.opc.PackagingURIHelper.toURI(java.lang.String)	"Convert a string to URI If  part name is not a valid URI	 it is resolved as follows:"	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	4	
366	org.apache.poi.hwpf.model.types.SEPAbstractType.getYaPageNUp()	Get the yaPageNUp field for the SEP record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
367	org.apache.poi.hssf.record.WindowTwoRecord.getFreezePanesNoSplit()	freeze unsplit panes or not	15	stop	stop/quit/terminate/interrupt/end/crash/intercept/abort/disconnect/shutdown/pause/finalize/freeze/block	4	
368	org.apache.poi.ss.formula.udf.IndexedUDFFinder.findFunction(java.lang.String)	Returns executor by specified name.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
369	org.apache.poi.hssf.record.CRNRecord.getSid()	return the non static version of the id for this record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
370	"org.apache.poi.hslf.model.ActiveXShape.setProperty(java.lang.String	java.lang.String)"	Set a property of this ActiveX control	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
371	org.apache.poi.openxml4j.opc.PackageProperties.setCreatorProperty(java.lang.String)	Set the entity primarily responsible for making the content of the resource.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
372	org.apache.poi.poifs.filesystem.ODocumentInputStream.reset()	Repositions this stream to the position at the time the mark() method was last called on this input stream.	27	initialize	initialize/reinitialize/prepare/refresh/reset/initiate/reposition	4	
373	org.apache.poi.hssf.usermodel.HSSFClientAnchor.getDy2()	"Sets the y coordinate within the second cell Note - XSSF and HSSF have a slightly different coordinate  system	 values in XSSF are larger by a factor of  Units.EMU_PER_PIXEL"	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
374	org.apache.poi.hwpf.model.types.PICFAbstractType.getMy()	Get the my field for the PICF record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
375	org.apache.poi.hssf.record.ExtendedFormatRecord.setLeftBorderPaletteIdx(short)	set the palette index for the left border color	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
376	org.apache.poi.hssf.converter.ExcelToFoConverter.process(java.io.File)	Converts Excel file (97-2007) into XSL FO file.	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	4	
377	org.apache.poi.hssf.record.CFRuleBase.getOptions()	get the option flags	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
378	org.apache.poi.hwpf.model.types.DOPAbstractType.setFRMView(boolean)	Sets the fRMView field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
379	org.apache.poi.hslf.usermodel.HSLFSlideShowImpl.getPOIFSDirectory()	Deprecated.__OI 3.16 beta 1. use POIDocument.getDirectory() instead	10	unknown	not a function	4	
380	org.apache.poi.ddf.EscherClientAnchorRecord.getDx1()	The x offset within the top-left cell.	10	unknown	not a function	4	
381	org.apache.poi.xssf.usermodel.XSSFColor.getRGB()	Standard Red Green Blue ctColor value (RGB).	10	unknown	not a function	4	
382	org.apache.poi.hssf.record.ExtendedFormatRecord.setFillPaletteOptions(short)	set the fill palette options bitmask (see bitfields for additional palette options)	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
383	org.apache.poi.hslf.model.PPGraphics2D.setStroke(java.awt.Stroke)	Sets the Stroke for the Graphics2D context.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
384	org.apache.poi.hwpf.model.types.CHPAbstractType.setLidFE(int)	Set the lidFE field for the CHP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
385	org.apache.poi.hwpf.model.FileInformationBlock.setLcbPlcffldEdn(int)	Deprecated._	10	unknown	not a function	4	
386	org.apache.poi.hsmf.datatypes.Chunks.chunksComplete()	Called by the parser when all chunks have been found.	80	call	call/invoke/tell/indicate/occur/perform/prompt/notify	4	
387	org.apache.poi.hssf.usermodel.HSSFName.setSheetIndex(int)	"Specifies if the defined name is a local name	 and if so	 which sheet it is on."	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
388	org.apache.poi.xslf.usermodel.XSLFGroupShape.createGroup()	create a group of shapes belonging to this container	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
389	org.apache.poi.hssf.record.DBCellRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
390	org.apache.poi.hslf.model.textproperties.TextPropCollection.writeOut(java.io.OutputStream)	"Writes out to disk the header	 and then all the properties"	41	write	write/record/log/print/output	4	
391	org.apache.poi.sl.draw.binding.ObjectFactory.createCTPolarAdjustHandle()	Create an instance of CTPolarAdjustHandle	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
392	org.apache.poi.ddf.EscherClientDataRecord.getRemainingData()	Any data recording this record.	10	unknown	not a function	4	
393	org.apache.poi.hssf.record.cf.FontFormatting.getFontHeight()	gets the height of the font in 1/20th point units	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
394	org.apache.poi.xssf.streaming.SXSSFSheet.removeRowBreak(int)	Removes the page break at the indicated row	59	remove	remove/exclude/reduce/delete/pop/uninstall/detach/decrement/revoke/dequeue/abandon/discard/peek	4	
